AGRMNT_ID,AGRMNT_DLY_BAL_STRT_DTTM,AGRMNT_LDGR_BAL_AMT,AGRMNT_BAL_CURY_CD
AGR000331,2025-02-06,461340.26,EUR
AGR000331,2025-02-13,458647.81,EUR
AGR000331,2025-02-20,455060.1,EUR
AGR000331,2025-02-27,459283.16,EUR
AGR000331,2025-03-06,452385.36,EUR
AGR000331,2025-03-13,449696.88,EUR
AGR000331,2025-03-20,448106.29,EUR
AGR000331,2025-03-27,441799.68,EUR
AGR000331,2025-04-03,440070.46,EUR
AGR000331,2025-04-10,440483.02,EUR
AGR000331,2025-04-17,445007.95,EUR
AGR000331,2025-04-24,442756.1,EUR
AGR000331,2025-05-01,443201.91,EUR
AGR000331,2025-05-08,436579.43,EUR
AGR000331,2025-05-15,431268.49,EUR
AGR000331,2025-05-22,423058.84,EUR
AGR000331,2025-05-29,427200.09,EUR
AGR000331,2025-06-05,425799.47,EUR
AGR000331,2025-06-12,426740.31,EUR
AGR000331,2025-06-19,428974.29,EUR
AGR000331,2025-06-26,432442.43,EUR
AGR000331,2025-07-03,441114.43,EUR
AGR000331,2025-07-10,440932.12,EUR
AGR000331,2025-07-17,437794.71,EUR
AGR000331,2025-07-24,440852.03,EUR
AGR000331,2025-07-31,451268.9,EUR
AGR000331,2025-08-07,448835.77,EUR
AGR000331,2025-08-14,445267.62,EUR
AGR000331,2025-08-21,433891.19,EUR
AGR000331,2025-08-28,424922.19,EUR
AGR000331,2025-09-04,430953.44,EUR
AGR000331,2025-09-11,430205.64,EUR
AGR000331,2025-09-18,425310.9,EUR
AGR000331,2025-09-25,425323.83,EUR
AGR000331,2025-10-02,436387.76,EUR
AGR000331,2025-10-09,436406.05,EUR
AGR000331,2025-10-16,444761.9,EUR
AGR000331,2025-10-23,440594.8,EUR
AGR000331,2025-10-30,447028.78,EUR
AGR000331,2025-11-06,444520.61,EUR
AGR000331,2025-11-13,441099.46,EUR
AGR000331,2025-11-20,436955.03,EUR
AGR000331,2025-11-27,435539.56,EUR
AGR000331,2025-12-04,439789.99,EUR
AGR000331,2025-12-11,437671.52,EUR
AGR000331,2025-12-18,442353.1,EUR
AGR000331,2025-12-25,439179.83,EUR
AGR000331,2026-01-01,438819.42,EUR
AGR000331,2026-01-08,436490.36,EUR
AGR000331,2026-01-15,444399.25,EUR
AGR000331,2026-01-22,446699.13,EUR
AGR000331,2026-01-29,447968.72,EUR
AGR000331,2026-02-05,446719.47,EUR
AGR000331,2026-02-12,444115.6,EUR
AGR000331,2026-02-19,439645.17,EUR
AGR000331,2026-02-26,445457.23,EUR
AGR000331,2026-03-05,438265.27,EUR
AGR000331,2026-03-12,436677.32,EUR
AGR000331,2026-03-19,440531.24,EUR
AGR000331,2026-03-26,433150.85,EUR
AGR000331,2026-04-02,433923.04,EUR
AGR000331,2026-04-09,430145.29,EUR
AGR000331,2026-04-16,430259.88,EUR
AGR000331,2026-04-23,429534.67,EUR
AGR000331,2026-04-30,419849.15,EUR
AGR000331,2026-05-07,422527.71,EUR
AGR000331,2026-05-14,418353.94,EUR
AGR000331,2026-05-21,416058.43,EUR
AGR000331,2026-05-28,416269.33,EUR
AGR000331,2026-06-04,417833.27,EUR
AGR000331,2026-06-11,419702.59,EUR
AGR000331,2026-06-18,423021.87,EUR
AGR000331,2026-06-25,412583.25,EUR
AGR000332,2022-06-30,341704.25,EUR
AGR000332,2022-07-07,353167.5,EUR
AGR000332,2022-07-14,356868.87,EUR
AGR000332,2022-07-21,344637.86,EUR
AGR000332,2022-07-28,366187.67,EUR
AGR000332,2022-08-04,369031.91,EUR
AGR000332,2022-08-11,370515.12,EUR
AGR000332,2022-08-18,371651.26,EUR
AGR000332,2022-08-25,377176.89,EUR
AGR000332,2022-09-01,386446.27,EUR
AGR000332,2022-09-08,386194.9,EUR
AGR000332,2022-09-15,373767.17,EUR
AGR000332,2022-09-22,384116.47,EUR
AGR000332,2022-09-29,375963.36,EUR
AGR000332,2022-10-06,365915.67,EUR
AGR000332,2022-10-13,365278.75,EUR
AGR000332,2022-10-20,360720.73,EUR
AGR000332,2022-10-27,364520.91,EUR
AGR000332,2022-11-03,370222.04,EUR
AGR000332,2022-11-10,365521.35,EUR
AGR000332,2022-11-17,366734.11,EUR
AGR000332,2022-11-24,361880.85,EUR
AGR000332,2022-12-01,369549.05,EUR
AGR000332,2022-12-08,374451.58,EUR
AGR000332,2022-12-15,381626.42,EUR
AGR000332,2022-12-22,378784.58,EUR
AGR000332,2022-12-29,381367.86,EUR
AGR000332,2023-01-05,386468.39,EUR
AGR000332,2023-01-12,393956.97,EUR
AGR000332,2023-01-19,400585.44,EUR
AGR000332,2023-01-26,399357.25,EUR
AGR000332,2023-02-02,387860.2,EUR
AGR000332,2023-02-09,392876.59,EUR
AGR000332,2023-02-16,397396.86,EUR
AGR000332,2023-02-23,386398.25,EUR
AGR000332,2023-03-02,394865.19,EUR
AGR000332,2023-03-09,396427.21,EUR
AGR000332,2023-03-16,395138.26,EUR
AGR000332,2023-03-23,397272.91,EUR
AGR000332,2023-03-30,406583.64,EUR
AGR000332,2023-04-06,422168.82,EUR
AGR000332,2023-04-13,421632.58,EUR
AGR000332,2023-04-20,419328.76,EUR
AGR000332,2023-04-27,425406.6,EUR
AGR000332,2023-05-04,412006.17,EUR
AGR000332,2023-05-11,420629.4,EUR
AGR000332,2023-05-18,407081.74,EUR
AGR000332,2023-05-25,393338.14,EUR
AGR000332,2023-06-01,408871.1,EUR
AGR000332,2023-06-08,388044.05,EUR
AGR000332,2023-06-15,401116.4,EUR
AGR000332,2023-06-22,416713.65,EUR
AGR000332,2023-06-29,420109.29,EUR
AGR000332,2023-07-06,426166.65,EUR
AGR000332,2023-07-13,410425.67,EUR
AGR000332,2023-07-20,405501.49,EUR
AGR000332,2023-07-27,409086.01,EUR
AGR000332,2023-08-03,412379.24,EUR
AGR000332,2023-08-10,416822.75,EUR
AGR000332,2023-08-17,420110.58,EUR
AGR000332,2023-08-24,420320.73,EUR
AGR000332,2023-08-31,408102.77,EUR
AGR000332,2023-09-07,411623.0,EUR
AGR000332,2023-09-14,400254.46,EUR
AGR000332,2023-09-21,396606.52,EUR
AGR000332,2023-09-28,410528.01,EUR
AGR000332,2023-10-05,394884.43,EUR
AGR000332,2023-10-12,393641.47,EUR
AGR000332,2023-10-19,402323.79,EUR
AGR000332,2023-10-26,408711.0,EUR
AGR000332,2023-11-02,411767.27,EUR
AGR000332,2023-11-09,404994.47,EUR
AGR000332,2023-11-16,418102.81,EUR
AGR000332,2023-11-23,405862.99,EUR
AGR000332,2023-11-30,412792.33,EUR
AGR000332,2023-12-07,414322.66,EUR
AGR000332,2023-12-14,406455.73,EUR
AGR000332,2023-12-21,402564.54,EUR
AGR000332,2023-12-28,420675.85,EUR
AGR000332,2024-01-04,409054.57,EUR
AGR000332,2024-01-11,391455.56,EUR
AGR000332,2024-01-18,385076.03,EUR
AGR000332,2024-01-25,389205.58,EUR
AGR000332,2024-02-01,403443.77,EUR
AGR000332,2024-02-08,403696.68,EUR
AGR000332,2024-02-15,387411.28,EUR
AGR000332,2024-02-22,388367.13,EUR
AGR000332,2024-02-29,396926.56,EUR
AGR000332,2024-03-07,400131.82,EUR
AGR000332,2024-03-14,405069.56,EUR
AGR000332,2024-03-21,386349.65,EUR
AGR000332,2024-03-28,372928.38,EUR
AGR000332,2024-04-04,371589.08,EUR
AGR000332,2024-04-11,382924.01,EUR
AGR000332,2024-04-18,375029.7,EUR
AGR000332,2024-04-25,377076.91,EUR
AGR000332,2024-05-02,378739.28,EUR
AGR000332,2024-05-09,368312.2,EUR
AGR000332,2024-05-16,360949.77,EUR
AGR000332,2024-05-23,360697.78,EUR
AGR000332,2024-05-30,357041.6,EUR
AGR000332,2024-06-06,365247.49,EUR
AGR000332,2024-06-13,361039.64,EUR
AGR000332,2024-06-20,369910.45,EUR
AGR000332,2024-06-27,366292.68,EUR
AGR000332,2024-07-04,366531.98,EUR
AGR000332,2024-07-11,374531.08,EUR
AGR000332,2024-07-18,373459.11,EUR
AGR000332,2024-07-25,369198.0,EUR
AGR000332,2024-08-01,368506.07,EUR
AGR000332,2024-08-08,377438.74,EUR
AGR000332,2024-08-15,380755.31,EUR
AGR000332,2024-08-22,359309.03,EUR
AGR000332,2024-08-29,352087.96,EUR
AGR000332,2024-09-05,344953.15,EUR
AGR000332,2024-09-12,350788.26,EUR
AGR000332,2024-09-19,331625.66,EUR
AGR000332,2024-09-26,334423.06,EUR
AGR000332,2024-10-03,340783.27,EUR
AGR000332,2024-10-10,347144.9,EUR
AGR000332,2024-10-17,346298.07,EUR
AGR000332,2024-10-24,330139.02,EUR
AGR000332,2024-10-31,327566.92,EUR
AGR000332,2024-11-07,342305.11,EUR
AGR000332,2024-11-14,336346.4,EUR
AGR000332,2024-11-21,358154.74,EUR
AGR000332,2024-11-28,366266.26,EUR
AGR000332,2024-12-05,364836.08,EUR
AGR000332,2024-12-12,367093.42,EUR
AGR000332,2024-12-19,370837.24,EUR
AGR000332,2024-12-26,365065.6,EUR
AGR000332,2025-01-02,360927.15,EUR
AGR000332,2025-01-09,380873.49,EUR
AGR000332,2025-01-16,395790.63,EUR
AGR000332,2025-01-23,392012.9,EUR
AGR000332,2025-01-30,384224.49,EUR
AGR000332,2025-02-06,368292.85,EUR
AGR000332,2025-02-13,389858.58,EUR
AGR000332,2025-02-20,400101.52,EUR
AGR000332,2025-02-27,412565.84,EUR
AGR000332,2025-03-06,407132.0,EUR
AGR000332,2025-03-13,401039.74,EUR
AGR000332,2025-03-20,391824.75,EUR
AGR000332,2025-03-27,360224.88,EUR
AGR000332,2025-04-03,351479.27,EUR
AGR000332,2025-04-10,354675.17,EUR
AGR000332,2025-04-17,357159.13,EUR
AGR000332,2025-04-24,350997.54,EUR
AGR000332,2025-05-01,357544.07,EUR
AGR000332,2025-05-08,350802.52,EUR
AGR000332,2025-05-15,358479.67,EUR
AGR000332,2025-05-22,366028.05,EUR
AGR000332,2025-05-29,374219.67,EUR
AGR000332,2025-06-05,374958.19,EUR
AGR000332,2025-06-12,366796.49,EUR
AGR000332,2025-06-19,354873.36,EUR
AGR000332,2025-06-26,333186.98,EUR
AGR000332,2025-07-03,340758.69,EUR
AGR000332,2025-07-10,323900.33,EUR
AGR000332,2025-07-17,322549.71,EUR
AGR000332,2025-07-24,324729.73,EUR
AGR000332,2025-07-31,314038.56,EUR
AGR000332,2025-08-07,312806.27,EUR
AGR000332,2025-08-14,315996.1,EUR
AGR000332,2025-08-21,313262.6,EUR
AGR000332,2025-08-28,317866.53,EUR
AGR000332,2025-09-04,313420.43,EUR
AGR000332,2025-09-11,310642.49,EUR
AGR000332,2025-09-18,301754.7,EUR
AGR000332,2025-09-25,300398.6,EUR
AGR000332,2025-10-02,300459.29,EUR
AGR000332,2025-10-09,291220.85,EUR
AGR000332,2025-10-16,295510.33,EUR
AGR000332,2025-10-23,270855.62,EUR
AGR000332,2025-10-30,281675.63,EUR
AGR000332,2025-11-06,267500.81,EUR
AGR000332,2025-11-13,277905.11,EUR
AGR000332,2025-11-20,284109.97,EUR
AGR000332,2025-11-27,294235.94,EUR
AGR000332,2025-12-04,282974.13,EUR
AGR000332,2025-12-11,280938.17,EUR
AGR000332,2025-12-18,283876.42,EUR
AGR000332,2025-12-25,288155.97,EUR
AGR000332,2026-01-01,296557.47,EUR
AGR000332,2026-01-08,303070.94,EUR
AGR000332,2026-01-15,307828.57,EUR
AGR000332,2026-01-22,312742.21,EUR
AGR000332,2026-01-29,319579.75,EUR
AGR000332,2026-02-05,319778.25,EUR
AGR000332,2026-02-12,331237.02,EUR
AGR000332,2026-02-19,330467.38,EUR
AGR000332,2026-02-26,313554.27,EUR
AGR000332,2026-03-05,326008.07,EUR
AGR000332,2026-03-12,330688.25,EUR
AGR000332,2026-03-19,329198.58,EUR
AGR000332,2026-03-26,330339.21,EUR
AGR000332,2026-04-02,345409.53,EUR
AGR000332,2026-04-09,346410.16,EUR
AGR000332,2026-04-16,361600.72,EUR
AGR000332,2026-04-23,366317.4,EUR
AGR000332,2026-04-30,362689.05,EUR
AGR000332,2026-05-07,349591.63,EUR
AGR000332,2026-05-14,350505.35,EUR
AGR000332,2026-05-21,363646.71,EUR
AGR000332,2026-05-28,357961.73,EUR
AGR000332,2026-06-04,361627.52,EUR
AGR000332,2026-06-11,376978.08,EUR
AGR000332,2026-06-18,359249.45,EUR
AGR000332,2026-06-25,363225.0,EUR
AGR000333,2022-06-30,335986.75,EUR
AGR000333,2022-07-07,334878.03,EUR
AGR000333,2022-07-14,337621.51,EUR
AGR000333,2022-07-21,340202.77,EUR
AGR000333,2022-07-28,336380.16,EUR
AGR000333,2022-08-04,336949.57,EUR
AGR000333,2022-08-11,331604.66,EUR
AGR000333,2022-08-18,332515.63,EUR
AGR000333,2022-08-25,333924.6,EUR
AGR000333,2022-09-01,333165.18,EUR
AGR000333,2022-09-08,327561.01,EUR
AGR000333,2022-09-15,322687.88,EUR
AGR000333,2022-09-22,330892.62,EUR
AGR000333,2022-09-29,332948.77,EUR
AGR000333,2022-10-06,332020.38,EUR
AGR000333,2022-10-13,335207.48,EUR
AGR000333,2022-10-20,340140.53,EUR
AGR000333,2022-10-27,344258.04,EUR
AGR000333,2022-11-03,343591.93,EUR
AGR000333,2022-11-10,342444.76,EUR
AGR000333,2022-11-17,345170.22,EUR
AGR000333,2022-11-24,344357.61,EUR
AGR000333,2022-12-01,348485.27,EUR
AGR000333,2022-12-08,348875.9,EUR
AGR000333,2022-12-15,351644.19,EUR
AGR000333,2022-12-22,355299.75,EUR
AGR000333,2022-12-29,350684.64,EUR
AGR000333,2023-01-05,351195.59,EUR
AGR000333,2023-01-12,355228.34,EUR
AGR000333,2023-01-19,352362.69,EUR
AGR000333,2023-01-26,350432.0,EUR
AGR000333,2023-02-02,354642.14,EUR
AGR000333,2023-02-09,360060.73,EUR
AGR000333,2023-02-16,347380.93,EUR
AGR000333,2023-02-23,351544.91,EUR
AGR000333,2023-03-02,343372.01,EUR
AGR000333,2023-03-09,343155.26,EUR
AGR000333,2023-03-16,338399.9,EUR
AGR000333,2023-03-23,336546.97,EUR
AGR000333,2023-03-30,336900.23,EUR
AGR000333,2023-04-06,338688.4,EUR
AGR000333,2023-04-13,343529.63,EUR
AGR000333,2023-04-20,338908.22,EUR
AGR000333,2023-04-27,342826.81,EUR
AGR000333,2023-05-04,341874.6,EUR
AGR000333,2023-05-11,340997.81,EUR
AGR000333,2023-05-18,346796.25,EUR
AGR000333,2023-05-25,349717.81,EUR
AGR000333,2023-06-01,343834.42,EUR
AGR000333,2023-06-08,343565.09,EUR
AGR000333,2023-06-15,340996.22,EUR
AGR000333,2023-06-22,339514.14,EUR
AGR000333,2023-06-29,339067.92,EUR
AGR000333,2023-07-06,340638.6,EUR
AGR000333,2023-07-13,336362.47,EUR
AGR000333,2023-07-20,335616.58,EUR
AGR000333,2023-07-27,334291.88,EUR
AGR000333,2023-08-03,335576.09,EUR
AGR000333,2023-08-10,335398.33,EUR
AGR000333,2023-08-17,338543.56,EUR
AGR000333,2023-08-24,339418.99,EUR
AGR000333,2023-08-31,341466.63,EUR
AGR000333,2023-09-07,342261.9,EUR
AGR000333,2023-09-14,338327.42,EUR
AGR000333,2023-09-21,337059.77,EUR
AGR000333,2023-09-28,334805.69,EUR
AGR000333,2023-10-05,337346.5,EUR
AGR000333,2023-10-12,340218.96,EUR
AGR000333,2023-10-19,339940.4,EUR
AGR000333,2023-10-26,340434.19,EUR
AGR000333,2023-11-02,335057.05,EUR
AGR000333,2023-11-09,333751.11,EUR
AGR000333,2023-11-16,325400.44,EUR
AGR000333,2023-11-23,328033.37,EUR
AGR000333,2023-11-30,335345.04,EUR
AGR000333,2023-12-07,333556.97,EUR
AGR000333,2023-12-14,334320.27,EUR
AGR000333,2023-12-21,335715.17,EUR
AGR000333,2023-12-28,331899.55,EUR
AGR000333,2024-01-04,331463.21,EUR
AGR000333,2024-01-11,333013.56,EUR
AGR000333,2024-01-18,333576.35,EUR
AGR000333,2024-01-25,333775.08,EUR
AGR000333,2024-02-01,332785.85,EUR
AGR000333,2024-02-08,330069.96,EUR
AGR000333,2024-02-15,332301.16,EUR
AGR000333,2024-02-22,338150.89,EUR
AGR000333,2024-02-29,331369.62,EUR
AGR000333,2024-03-07,324234.41,EUR
AGR000333,2024-03-14,320296.5,EUR
AGR000333,2024-03-21,318883.35,EUR
AGR000333,2024-03-28,318047.0,EUR
AGR000333,2024-04-04,318451.43,EUR
AGR000333,2024-04-11,318682.28,EUR
AGR000333,2024-04-18,318240.41,EUR
AGR000333,2024-04-25,322288.92,EUR
AGR000333,2024-05-02,319305.07,EUR
AGR000333,2024-05-09,322202.01,EUR
AGR000333,2024-05-16,328598.07,EUR
AGR000333,2024-05-23,323765.82,EUR
AGR000333,2024-05-30,317453.16,EUR
AGR000333,2024-06-06,318042.4,EUR
AGR000333,2024-06-13,320099.59,EUR
AGR000333,2024-06-20,320215.5,EUR
AGR000333,2024-06-27,313408.36,EUR
AGR000333,2024-07-04,308121.76,EUR
AGR000333,2024-07-11,306556.38,EUR
AGR000333,2024-07-18,307830.87,EUR
AGR000333,2024-07-25,306739.54,EUR
AGR000333,2024-08-01,307394.04,EUR
AGR000333,2024-08-08,307963.54,EUR
AGR000333,2024-08-15,310831.13,EUR
AGR000333,2024-08-22,307222.9,EUR
AGR000333,2024-08-29,307493.74,EUR
AGR000333,2024-09-05,311917.71,EUR
AGR000333,2024-09-12,309453.55,EUR
AGR000333,2024-09-19,307513.61,EUR
AGR000333,2024-09-26,307778.88,EUR
AGR000333,2024-10-03,304524.98,EUR
AGR000333,2024-10-10,300979.37,EUR
AGR000333,2024-10-17,299934.55,EUR
AGR000333,2024-10-24,299202.55,EUR
AGR000333,2024-10-31,301450.96,EUR
AGR000333,2024-11-07,298747.81,EUR
AGR000333,2024-11-14,298838.86,EUR
AGR000333,2024-11-21,302527.47,EUR
AGR000333,2024-11-28,306081.61,EUR
AGR000333,2024-12-05,305744.34,EUR
AGR000333,2024-12-12,306321.94,EUR
AGR000333,2024-12-19,303548.99,EUR
AGR000333,2024-12-26,304425.81,EUR
AGR000333,2025-01-02,309084.57,EUR
AGR000333,2025-01-09,313100.61,EUR
AGR000333,2025-01-16,313030.96,EUR
AGR000333,2025-01-23,314113.73,EUR
AGR000333,2025-01-30,311803.42,EUR
AGR000333,2025-02-06,308904.47,EUR
AGR000333,2025-02-13,307779.25,EUR
AGR000333,2025-02-20,308612.59,EUR
AGR000333,2025-02-27,310840.54,EUR
AGR000333,2025-03-06,310594.15,EUR
AGR000333,2025-03-13,311961.24,EUR
AGR000333,2025-03-20,304000.59,EUR
AGR000333,2025-03-27,304518.75,EUR
AGR000333,2025-04-03,302630.06,EUR
AGR000333,2025-04-10,298844.66,EUR
AGR000333,2025-04-17,300201.37,EUR
AGR000333,2025-04-24,304545.76,EUR
AGR000333,2025-05-01,304503.99,EUR
AGR000333,2025-05-08,307182.99,EUR
AGR000333,2025-05-15,305899.87,EUR
AGR000333,2025-05-22,312179.57,EUR
AGR000333,2025-05-29,307259.01,EUR
AGR000333,2025-06-05,306949.08,EUR
AGR000333,2025-06-12,309255.61,EUR
AGR000333,2025-06-19,309160.15,EUR
AGR000333,2025-06-26,313415.48,EUR
AGR000333,2025-07-03,306918.14,EUR
AGR000333,2025-07-10,306576.87,EUR
AGR000333,2025-07-17,305812.47,EUR
AGR000333,2025-07-24,305475.13,EUR
AGR000333,2025-07-31,300639.65,EUR
AGR000333,2025-08-07,299763.77,EUR
AGR000333,2025-08-14,298752.03,EUR
AGR000333,2025-08-21,299478.5,EUR
AGR000333,2025-08-28,302767.56,EUR
AGR000333,2025-09-04,303105.1,EUR
AGR000333,2025-09-11,304371.38,EUR
AGR000333,2025-09-18,308198.9,EUR
AGR000333,2025-09-25,311864.02,EUR
AGR000333,2025-10-02,304427.91,EUR
AGR000333,2025-10-09,306855.42,EUR
AGR000333,2025-10-16,309283.01,EUR
AGR000333,2025-10-23,308472.05,EUR
AGR000333,2025-10-30,307057.65,EUR
AGR000333,2025-11-06,303590.59,EUR
AGR000333,2025-11-13,297697.26,EUR
AGR000333,2025-11-20,300227.07,EUR
AGR000333,2025-11-27,302524.15,EUR
AGR000333,2025-12-04,302221.72,EUR
AGR000333,2025-12-11,304367.06,EUR
AGR000333,2025-12-18,307482.49,EUR
AGR000333,2025-12-25,301960.76,EUR
AGR000333,2026-01-01,302713.6,EUR
AGR000333,2026-01-08,301978.85,EUR
AGR000333,2026-01-15,303284.16,EUR
AGR000333,2026-01-22,303849.33,EUR
AGR000333,2026-01-29,306188.63,EUR
AGR000333,2026-02-05,301342.14,EUR
AGR000333,2026-02-12,305301.67,EUR
AGR000333,2026-02-19,303702.92,EUR
AGR000333,2026-02-26,303295.18,EUR
AGR000333,2026-03-05,297958.55,EUR
AGR000333,2026-03-12,297649.99,EUR
AGR000333,2026-03-19,297595.89,EUR
AGR000333,2026-03-26,297358.43,EUR
AGR000333,2026-04-02,295170.08,EUR
AGR000333,2026-04-09,291570.13,EUR
AGR000333,2026-04-16,293440.0,EUR
AGR000333,2026-04-23,288342.53,EUR
AGR000333,2026-04-30,290662.52,EUR
AGR000333,2026-05-07,295587.85,EUR
AGR000333,2026-05-14,302140.38,EUR
AGR000333,2026-05-21,298866.5,EUR
AGR000333,2026-05-28,300632.31,EUR
AGR000333,2026-06-04,298941.11,EUR
AGR000333,2026-06-11,302601.7,EUR
AGR000333,2026-06-18,303791.05,EUR
AGR000333,2026-06-25,302903.18,EUR
AGR000334,2022-06-30,73014.28,EUR
AGR000334,2022-07-07,69793.73,EUR
AGR000334,2022-07-14,72930.87,EUR
AGR000334,2022-07-21,76433.36,EUR
AGR000334,2022-07-28,72369.52,EUR
AGR000334,2022-08-04,72096.83,EUR
AGR000334,2022-08-11,67775.71,EUR
AGR000334,2022-08-18,80815.16,EUR
AGR000334,2022-08-25,76112.05,EUR
AGR000334,2022-09-01,77378.55,EUR
AGR000334,2022-09-08,79603.96,EUR
AGR000334,2022-09-15,76277.26,EUR
AGR000334,2022-09-22,71975.63,EUR
AGR000334,2022-09-29,70578.33,EUR
AGR000334,2022-10-06,66253.11,EUR
AGR000334,2022-10-13,67195.19,EUR
AGR000334,2022-10-20,62946.62,EUR
AGR000334,2022-10-27,63679.74,EUR
AGR000334,2022-11-03,53357.79,EUR
AGR000334,2022-11-10,49323.05,EUR
AGR000334,2022-11-17,47222.87,EUR
AGR000334,2022-11-24,52226.22,EUR
AGR000334,2022-12-01,42987.42,EUR
AGR000334,2022-12-08,48064.13,EUR
AGR000334,2022-12-15,51362.71,EUR
AGR000334,2022-12-22,42435.0,EUR
AGR000334,2022-12-29,45125.32,EUR
AGR000334,2023-01-05,40475.04,EUR
AGR000334,2023-01-12,43331.08,EUR
AGR000334,2023-01-19,46483.9,EUR
AGR000334,2023-01-26,50449.68,EUR
AGR000334,2023-02-02,47592.34,EUR
AGR000334,2023-02-09,51002.87,EUR
AGR000334,2023-02-16,58702.66,EUR
AGR000334,2023-02-23,57246.27,EUR
AGR000334,2023-03-02,56424.97,EUR
AGR000334,2023-03-09,59976.98,EUR
AGR000334,2023-03-16,45743.76,EUR
AGR000334,2023-03-23,40836.11,EUR
AGR000334,2023-03-30,45871.92,EUR
AGR000334,2023-04-06,46640.74,EUR
AGR000334,2023-04-13,45563.32,EUR
AGR000334,2023-04-20,40855.3,EUR
AGR000334,2023-04-27,40988.28,EUR
AGR000334,2023-05-04,38333.82,EUR
AGR000334,2023-05-11,29599.51,EUR
AGR000334,2023-05-18,36112.62,EUR
AGR000334,2023-05-25,32638.24,EUR
AGR000334,2023-06-01,31279.1,EUR
AGR000334,2023-06-08,25000.0,EUR
AGR000334,2023-06-15,25000.0,EUR
AGR000334,2023-06-22,30029.7,EUR
AGR000334,2023-06-29,34684.42,EUR
AGR000334,2023-07-06,34810.77,EUR
AGR000334,2023-07-13,31686.66,EUR
AGR000334,2023-07-20,31815.78,EUR
AGR000334,2023-07-27,34344.18,EUR
AGR000334,2023-08-03,26859.32,EUR
AGR000334,2023-08-10,28112.34,EUR
AGR000334,2023-08-17,31944.84,EUR
AGR000334,2023-08-24,31643.44,EUR
AGR000334,2023-08-31,31546.05,EUR
AGR000334,2023-09-07,27914.12,EUR
AGR000334,2023-09-14,29400.01,EUR
AGR000334,2023-09-21,37441.27,EUR
AGR000334,2023-09-28,44472.84,EUR
AGR000334,2023-10-05,41594.8,EUR
AGR000334,2023-10-12,39722.06,EUR
AGR000334,2023-10-19,46549.75,EUR
AGR000334,2023-10-26,49524.74,EUR
AGR000334,2023-11-02,52399.04,EUR
AGR000334,2023-11-09,43357.81,EUR
AGR000334,2023-11-16,47931.9,EUR
AGR000334,2023-11-23,46529.55,EUR
AGR000334,2023-11-30,47696.96,EUR
AGR000334,2023-12-07,44169.76,EUR
AGR000334,2023-12-14,52417.74,EUR
AGR000334,2023-12-21,47543.03,EUR
AGR000334,2023-12-28,57305.63,EUR
AGR000334,2024-01-04,57448.95,EUR
AGR000334,2024-01-11,56612.14,EUR
AGR000334,2024-01-18,52196.83,EUR
AGR000334,2024-01-25,49583.18,EUR
AGR000334,2024-02-01,48566.63,EUR
AGR000334,2024-02-08,49240.52,EUR
AGR000334,2024-02-15,51937.87,EUR
AGR000334,2024-02-22,50894.9,EUR
AGR000334,2024-02-29,53588.22,EUR
AGR000334,2024-03-07,59502.06,EUR
AGR000334,2024-03-14,64795.67,EUR
AGR000334,2024-03-21,67929.17,EUR
AGR000334,2024-03-28,70430.72,EUR
AGR000334,2024-04-04,65129.37,EUR
AGR000334,2024-04-11,66174.03,EUR
AGR000334,2024-04-18,60750.36,EUR
AGR000334,2024-04-25,65835.29,EUR
AGR000334,2024-05-02,67278.2,EUR
AGR000334,2024-05-09,72926.69,EUR
AGR000334,2024-05-16,78803.14,EUR
AGR000334,2024-05-23,81008.91,EUR
AGR000334,2024-05-30,77627.25,EUR
AGR000334,2024-06-06,66414.53,EUR
AGR000334,2024-06-13,69128.65,EUR
AGR000334,2024-06-20,68288.24,EUR
AGR000334,2024-06-27,72289.97,EUR
AGR000334,2024-07-04,75781.35,EUR
AGR000334,2024-07-11,78773.33,EUR
AGR000334,2024-07-18,80008.86,EUR
AGR000334,2024-07-25,71715.33,EUR
AGR000334,2024-08-01,78034.34,EUR
AGR000334,2024-08-08,71749.41,EUR
AGR000334,2024-08-15,68513.09,EUR
AGR000334,2024-08-22,66860.72,EUR
AGR000334,2024-08-29,66952.5,EUR
AGR000334,2024-09-05,65356.92,EUR
AGR000334,2024-09-12,62578.05,EUR
AGR000334,2024-09-19,66590.88,EUR
AGR000334,2024-09-26,59932.9,EUR
AGR000334,2024-10-03,57860.93,EUR
AGR000334,2024-10-10,47377.77,EUR
AGR000334,2024-10-17,42223.15,EUR
AGR000334,2024-10-24,34407.61,EUR
AGR000334,2024-10-31,38077.7,EUR
AGR000334,2024-11-07,39011.66,EUR
AGR000334,2024-11-14,34967.34,EUR
AGR000334,2024-11-21,25000.0,EUR
AGR000334,2024-11-28,25000.0,EUR
AGR000334,2024-12-05,25000.0,EUR
AGR000334,2024-12-12,25000.0,EUR
AGR000334,2024-12-19,28789.15,EUR
AGR000334,2024-12-26,25000.0,EUR
AGR000334,2025-01-02,25000.0,EUR
AGR000334,2025-01-09,25000.0,EUR
AGR000334,2025-01-16,25013.93,EUR
AGR000334,2025-01-23,25000.0,EUR
AGR000334,2025-01-30,25000.0,EUR
AGR000334,2025-02-06,27356.94,EUR
AGR000334,2025-02-13,34977.03,EUR
AGR000334,2025-02-20,35295.56,EUR
AGR000334,2025-02-27,33725.48,EUR
AGR000334,2025-03-06,44615.64,EUR
AGR000334,2025-03-13,42007.67,EUR
